SeqID	Pos	Strand	logFC	logCPM	LR	PValue	PValue.adj
NC_000913.3	8564	+	-0.109660405248669	0.365054022341722	0.111567119796294	0.738366997665239	0.815392837465602
NC_000913.3	13052	+	0.650812656677275	0.205733740418474	3.66218936762183	0.0556604472624645	0.112060377535756
NC_000913.3	13057	+	1.33304162425851	0.978362783987215	20.1403626257128	7.19619180585122e-06	5.06726113856958e-05
NC_000913.3	13988	+	0.793550345685969	0.396686761472722	5.61974563365458	0.0177592261818475	0.0435123986191934
NC_000913.3	13991	+	1.00265012038346	1.38489080950428	16.6805788616642	4.42315084842282e-05	0.000253306483531679
NC_000913.3	16984	+	0.490313021498735	0.357547849328474	2.22876282955343	0.135462276181861	0.227924688686241
NC_000913.3	16985	+	0.317663521119646	0.737501651504733	1.27053786063367	0.259665801867726	0.378144234788022
NC_000913.3	16986	+	0.262021777421713	1.66342220261926	1.14216134321455	0.285196087668048	0.40607308776544
NC_000913.3	16987	+	-0.340731926604449	1.03820472323417	1.67765463887298	0.195236387534195	0.303438312003882
NC_000913.3	29070	+	1.27401828471349	0.933306054668199	19.2549736874221	1.14372031822938e-05	7.64946517554988e-05
NC_000913.3	29081	+	-0.587427924949391	0.144732402289363	2.40659145865032	0.120825192532048	0.207785450939796
NC_000913.3	91005	+	-0.268537929626293	0.427564888398241	0.685404520245668	0.407731886050282	0.530997060877868
NC_000913.3	91015	+	0.10697544700603	1.92203920456994	0.223627384603216	0.636289824678604	0.734180241823845
NC_000913.3	91060	+	-1.08067267084493	0.282984129547889	9.52484136401841	0.00202709109710027	0.00694539255001722
NC_000913.3	91068	+	-0.811994960539024	1.03189033901326	7.88626982856445	0.00498114924037962	0.01498046215138
NC_000913.3	91081	+	-1.85512537322017	1.0294546195508	42.0064725264063	9.09718009668802e-11	1.70280945216461e-09
NC_000913.3	91082	+	-0.995147706700067	0.760585681206697	11.2324774617867	0.000803782778557608	0.00315831625289976
NC_000913.3	91113	+	-1.9990069150542	0.320497724543028	28.9677466357178	7.3593487636538e-08	8.14658797262771e-07
NC_000913.3	92485	+	-0.212522091995033	5.19438527981004	2.16585535673436	0.141106086950068	0.235361456137142
NC_000913.3	92545	+	-1.2197751266071	0.506414193292506	14.3084318559617	0.000155168283349295	0.000756733257827046
NC_000913.3	92547	+	-0.665466586352715	2.6186284148121	12.5515752316464	0.00039587245282603	0.00171355407485815
NC_000913.3	92548	+	-1.16676788645872	0.795705745477202	16.7027827133377	4.37168271244113e-05	0.000250705087571771
NC_000913.3	92549	+	-0.520359437270822	0.155508118478652	2.06835102051315	0.150384042811294	0.247411498021259
NC_000913.3	92550	+	-0.133502589332978	0.978577059853778	0.231325342079608	0.630542843964918	0.729631482480149
NC_000913.3	92551	+	-0.701750087837359	0.346334931385133	3.89113413136805	0.0485416336099825	0.100283316397814
NC_000913.3	92555	+	-0.738297165304387	0.104619415114606	3.76821612021081	0.0522353135694088	0.106430092793957
NC_000913.3	106530	+	0.542992835460967	0.382543297221465	2.81420873317946	0.0934329583971336	0.169774397192601
NC_000913.3	106609	+	3.97644332699246	0.192710155986777	67.5898487625388	2.01301330752855e-16	7.11457642566026e-15
NC_000913.3	106940	+	0.310390565602481	1.00578477178203	1.38960538515195	0.238471751921926	0.354386621486341
NC_000913.3	106941	+	-0.171106837497817	0.841755191983538	0.284173248860625	0.593978876643901	0.699864268237632
NC_000913.3	106945	+	0.677808046958058	0.42477151944103	4.64148597984348	0.0312079688238962	0.0698394043560828
NC_000913.3	107210	+	0.101222494952792	1.15636464465677	0.153748480322354	0.694978608316396	0.780257178964845
NC_000913.3	107211	+	0.359367283918176	0.416021298296424	1.19268843554879	0.274787937012461	0.394798851775393
NC_000913.3	107364	+	1.4382691992958	0.216955959772794	16.6343208803332	4.53234117154891e-05	0.000259067871960375
NC_000913.3	107410	+	0.0353341742555815	0.529681392465286	0.0127605564697149	0.910060180030605	0.940391292442506
NC_000913.3	107422	+	0.459520040520867	0.142438598408113	1.65109594366586	0.198809832926541	0.307613184100832
NC_000913.3	107493	+	-0.283162240934514	0.703650214630895	0.874831717053534	0.349621148837419	0.473896302338973
NC_000913.3	107498	+	0.697824373627319	0.450649057933252	4.53889679191271	0.0331329389833738	0.0733175463917711
NC_000913.3	122860	+	0.153339614865287	1.14353152436965	0.375558496803592	0.539989891718458	0.652514001473218
NC_000913.3	123890	+	1.17823704053757	0.118694264593312	10.911670680703	0.00095560303828758	0.00365593830828662
NC_000913.3	124296	+	-1.430115081412	0.032836649146008	11.1225952700416	0.000852823726500806	0.00332193398527425
NC_000913.3	124538	+	0.00812751936715167	0.537160179777224	0.000691243562331856	0.979024825636071	0.986427574914738
NC_000913.3	125027	+	0.71164843721174	0.469640587955136	4.42223108743228	0.035473624651833	0.0776456391848294
NC_000913.3	125564	+	-0.320180132151133	0.201456441863212	0.883003158929503	0.347380455684564	0.471743851139362
NC_000913.3	125569	+	0.224753721715626	0.645668237244101	0.481491465635269	0.487747519579093	0.605773621206967
NC_000913.3	126047	+	0.158293904841944	0.82565760622964	0.234255529397943	0.628386214146451	0.727972114476053
NC_000913.3	126498	+	-1.6407584093817	0.591912265785006	20.3792807453108	6.35137501074129e-06	4.53296951573056e-05
NC_000913.3	126865	+	-0.491037767065261	0.850641206455799	3.18659766165	0.0742443870191676	0.141176214519287
NC_000913.3	127698	+	0.527947851948636	1.45343895093229	4.7201413049883	0.0298112932708858	0.0671791532410462
NC_000913.3	127700	+	0.348541326187886	0.410496403863482	1.06424643524039	0.302248665842122	0.424563043820473
NC_000913.3	127704	+	0.581924421958004	0.532321781196307	3.32379173904717	0.0682841713752327	0.131691468818564
NC_000913.3	127705	+	0.306232598544246	1.06937464304259	1.02931616465078	0.310319335044894	0.433167939942582
NC_000913.3	127706	+	0.143299984662932	1.89834007257072	0.361581188494165	0.547629392659528	0.659392520651323
NC_000913.3	127707	+	0.315986896189082	1.07919647450425	1.26845590105497	0.260056551773618	0.378580373896174
NC_000913.3	127708	+	-0.0389763516746454	1.00478770732625	0.0217749324217402	0.882687407160602	0.921980490686241
NC_000913.3	127715	+	-0.11273290058766	0.379076942467855	0.112647428073902	0.737149975611856	0.81442639512936
NC_000913.3	127717	+	0.768703300865852	1.25011696752171	5.83540015466173	0.015706836871217	0.0393020278402381
NC_000913.3	127754	+	-0.535812642932277	0.871836763144187	3.39093572794262	0.0655557357716477	0.127548701591937
NC_000913.3	127817	+	-0.531220716756027	1.1241622609689	3.54500879610939	0.0597248505285109	0.118347779704424
NC_000913.3	127818	+	-0.439279459078555	2.00840563787691	3.62739348414955	0.0568357639732943	0.11387397361638
NC_000913.3	127819	+	-0.512020458832543	2.79975239025354	5.90517443084231	0.0150964706603451	0.0380617315053462
NC_000913.3	127820	+	-0.505361358515268	1.11935730996531	3.73653595059481	0.0532347017565111	0.108028619737883
NC_000913.3	128239	+	-0.124492839905412	0.197028967958871	0.125835826530882	0.722789282728945	0.802919093754829
NC_000913.3	128240	+	-0.0132414211355749	0.214568344088225	0.00135161902828873	0.970672882077373	0.980809917717141
NC_000913.3	128242	+	-0.153027797288307	1.46439153146102	0.369586685008214	0.543229646438075	0.655426535168341
NC_000913.3	128244	+	-0.350942317081365	0.373648925256795	1.14910023706449	0.283737580722257	0.404484497054533
NC_000913.3	128395	+	-0.912654872894107	0.722494673928467	9.22549750519658	0.0023866783322356	0.00796767868543435
NC_000913.3	129257	+	0.25283606584669	0.474191037070644	0.613016486491479	0.43365430506201	0.555658523784334
NC_000913.3	134339	+	-0.433492206135711	1.41564962739179	2.81446622822188	0.0934179662017977	0.169765745500989
NC_000913.3	184740	+	-0.106022013055342	2.03862084600375	0.161151954599449	0.688098147340532	0.775028308467449
NC_000913.3	189735	+	-0.627821616687337	0.571491990071714	3.73545532328127	0.0532691463997203	0.108085299680088
NC_000913.3	189736	+	-0.715728607881252	0.391607312590355	4.30609972750109	0.0379759344690778	0.0820512589339378
NC_000913.3	189737	+	-0.350676375111433	1.43610443922411	2.22839640299105	0.135494409311321	0.227955640363723
NC_000913.3	190140	+	0.577779098350211	1.08999977493686	5.1170628539688	0.0236916837636676	0.0554404110185332
NC_000913.3	190287	+	-0.244792536449616	0.318086569806631	0.545490561449307	0.460166124897727	0.580490086170779
NC_000913.3	190384	+	0.930116563278918	0.389838211290106	8.29397305806636	0.00397768675424521	0.0123939057659502
NC_000913.3	190406	+	0.285044489267574	1.0391840229228	1.02704604913604	0.310853476957582	0.433731105309702
NC_000913.3	190417	+	0.239998544774213	1.02869270778307	0.738297088989825	0.390206927861069	0.514309437027892
NC_000913.3	190440	+	0.304723072525603	0.871115820196627	1.22253740444289	0.268863259605893	0.388317738556043
NC_000913.3	190441	+	0.760689715350931	0.53944954947392	5.99059741386706	0.0143823306318908	0.0365752035770544
NC_000913.3	190495	+	0.685525120229443	0.377097034577518	3.954979227042	0.0467328949623302	0.0971939954324029
NC_000913.3	190581	+	-1.91500342720885	0.00453964209615409	20.6508106984084	5.5113845318886e-06	3.98315153440303e-05
NC_000913.3	190641	+	-0.282691654240952	0.693528384249611	0.751572297579027	0.385978888188439	0.510288086923356
NC_000913.3	190676	+	-0.964796424114692	0.894118785016798	10.9455003596408	0.000938312041661617	0.00360163795126349
NC_000913.3	190677	+	-0.511133558005851	2.41678724764889	6.80331397086745	0.00909888321653647	0.0249125185469182
NC_000913.3	190678	+	-1.34340820464058	0.516660145812518	15.3177065494485	9.08608555859624e-05	0.000477271164028385
NC_000913.3	190707	+	-0.345411867123586	0.292394785681913	1.07916314295478	0.29888484206163	0.421149752550301
NC_000913.3	191084	+	4.01073644921215	0.654247491031092	101.960786688425	5.66317838522532e-24	3.48689983433159e-22
NC_000913.3	191577	+	0.327676927143747	0.712140898646341	1.18751821737812	0.275830733422627	0.395869325232412
NC_000913.3	191600	+	1.20591506554639	1.32234696690876	20.8152608776105	5.05783320527155e-06	3.68748485464295e-05
NC_000913.3	191607	+	-0.154971113769214	1.04496169128764	0.314082427976275	0.575185782394196	0.683080714271469
NC_000913.3	192617	+	-0.472086942136517	1.24993356084581	3.63204894342366	0.0566769999155623	0.113624477237995
NC_000913.3	193118	+	0.125290178099176	0.570492828954969	0.156488059383173	0.69241067566897	0.778448900485319
NC_000913.3	193119	+	-0.0491836635359281	0.320576961289612	0.0162476233427675	0.898571450741403	0.932895531154162
NC_000913.3	193294	+	-0.438027516851585	0.698508557735367	2.05079268513862	0.152126966296889	0.249710042066221
NC_000913.3	193305	+	0.342224029526111	0.143698219206944	0.747382842869099	0.387306105306361	0.511603555039094
NC_000913.3	194784	+	-0.2297042425067	0.429819160729303	0.515819104779113	0.472630602435046	0.59220210608856
NC_000913.3	200416	+	-0.19213771741682	0.344850283564897	0.352301158769665	0.552813381587119	0.664044364222228
NC_000913.3	200599	+	-0.342037786073587	0.233358887458784	0.899591185173334	0.342891353071947	0.467274476836476
NC_000913.3	200828	+	0.385246778528709	0.242047907779413	1.11140907015467	0.291775852973953	0.41321008929959
