SeqID	RelPos	Strand	logFC	PValue.adj
NC_000913.3	0	-	1.04144282120418	0.00370841081870634
NC_000913.3	4	-	0.466921386084962	0.249663649533929
NC_000913.3	5	-	0.404855321672144	0.309059345841108
NC_000913.3	7	-	0.331030657633833	0.458479949686855
NC_000913.3	8	-	0.404652612207662	0.331605410738323
NC_000913.3	10	-	0.155894718064977	0.737763122757507
NC_000913.3	14	-	0.2412928397582	0.615605265944388
NC_000913.3	16	-	0.014466529780921	0.980516913830832
NC_000913.3	22	-	0.517421575920139	0.192202265055336
NC_000913.3	24	-	0.312747576501503	0.478483159828954
NC_000913.3	26	-	0.0321252521537245	0.954503177025487
NC_000913.3	27	-	0.677462692374249	0.060239035865924
NC_000913.3	28	-	0.0840043858609586	0.884696729158193
NC_000913.3	30	-	0.719874331927107	0.0670083165736395
NC_000913.3	31	-	0.153472893853824	0.752435152084422
NC_000913.3	32	-	0.419893010000366	0.278280069142074
NC_000913.3	33	-	2.31388985652435	5.82512978698571e-12
NC_000913.3	34	-	0.961451693489426	0.00788633334463443
NC_000913.3	35	-	0.264181845239876	0.559714675472119
NC_000913.3	36	-	0.156705857957792	0.741615914691132
NC_000913.3	37	-	0.151396543895505	0.751432471978324
NC_000913.3	39	-	0.0395980802413998	0.944124288574782
NC_000913.3	40	-	0.0317624893464881	0.954644498229825
NC_000913.3	46	-	0.0240138413734665	0.965350807727078
NC_000913.3	52	-	0.121482960264973	0.845019240210815
NC_000913.3	54	-	0.286334074499786	0.535407796407702
NC_000913.3	58	-	0.0465199049598871	0.940736443325095
NC_000913.3	59	-	0.021097831870228	0.969874603215867
NC_000913.3	60	-	0.165213193075758	0.758257905561521
NC_000913.3	62	-	0.0298704757375162	0.961440164164335
NC_000913.3	63	-	0.0469181632431296	0.933844528375907
NC_000913.3	64	-	0.119734627902121	0.808869822856397
NC_000913.3	66	-	0.174258264618526	0.732607842540292
NC_000913.3	68	-	0.131942152293467	0.77977128547119
NC_000913.3	72	-	0.140709946391623	0.78326426632679
NC_000913.3	74	-	0.241352820920567	0.613594751240489
NC_000913.3	75	-	0.0723033285527064	0.902486339694936
