SeqID	RelPos	Strand	logFC	PValue.adj
NC_000913.3	0	-	0.977695112703268	0.0296538632768657
NC_000913.3	5	-	0.949612345351252	0.167635883686286
NC_000913.3	7	-	0.519521667142274	0.275027517972875
NC_000913.3	8	-	0.471119503591791	0.369448327283606
NC_000913.3	9	-	0.459384507979192	0.393610944201887
NC_000913.3	10	-	0.850491812266647	0.0690360100763197
NC_000913.3	11	-	1.07538452524737	0.0160605345692737
NC_000913.3	12	-	1.18622935805513	0.000915035921912853
NC_000913.3	13	-	1.44790533732608	0.000783242924562349
NC_000913.3	14	-	1.42772861835689	0.000248139827073774
NC_000913.3	15	-	1.32049737974142	0.00155585894363647
NC_000913.3	29	-	1.1485909482748	0.0546666370368598
NC_000913.3	32	-	1.28633757825117	0.0045825661157161
NC_000913.3	33	-	2.19515354547444	1.11444100689471e-07
NC_000913.3	34	-	1.25077261347289	0.00170518918542617
NC_000913.3	35	-	1.55014675442636	0.000113227359097468
