SeqID	RelPos	Strand	logFC	PValue.adj
NC_000913.3	0	-	0.901573123556876	0.0616565751449456
NC_000913.3	4	-	0.71720327576012	0.301783590951526
NC_000913.3	5	-	0.477599902960287	0.444086473410833
NC_000913.3	6	-	0.126252687523761	0.856038762676996
NC_000913.3	7	-	0.237866562587966	0.728428670722467
NC_000913.3	8	-	0.524094183996609	0.367126509972911
NC_000913.3	9	-	0.623517596689938	0.303692442024359
NC_000913.3	10	-	0.860642070033457	0.0485509846017481
NC_000913.3	11	-	0.744809721976188	0.151241253418245
NC_000913.3	12	-	0.789129345493419	0.113278814747131
NC_000913.3	13	-	1.28581384564323	0.00374567358393898
NC_000913.3	14	-	0.619027436373899	0.28688750624188
NC_000913.3	15	-	0.378988638330006	0.491468542702565
NC_000913.3	17	-	0.344057624245765	0.686783130977817
NC_000913.3	18	-	1.01844009940257	0.0733808005992349
NC_000913.3	19	-	0.433031579447879	0.513732110165611
NC_000913.3	20	-	1.13592722868414	0.0225808921591705
NC_000913.3	26	-	0.61577813774877	0.315560048665637
NC_000913.3	28	-	0.253120120592868	0.739615004036827
NC_000913.3	29	-	0.764263767502955	0.199888015957767
NC_000913.3	30	-	0.807086380147481	0.141238594845141
NC_000913.3	31	-	0.887042648902501	0.0988822517771644
NC_000913.3	32	-	1.12321320080151	0.00562238502703676
NC_000913.3	33	-	0.877705129967993	0.0154153808819303
NC_000913.3	34	-	1.04178039221863	0.00703212157746369
NC_000913.3	35	-	1.04835100342155	0.0645430620925402
NC_000913.3	36	-	0.895859134822886	0.0209294184728042
NC_000913.3	37	-	0.840820442652458	0.0701627439326924
NC_000913.3	38	-	0.880328552509592	0.0577149929086014
NC_000913.3	58	-	0.134946652324637	0.818557851909689
