SeqID	RelPos	Strand	logFC	PValue.adj
NC_000913.3	0	-	0.637945688813939	0.0720462541374552
NC_000913.3	1	-	0.507943141458167	0.249663649533929
NC_000913.3	4	-	0.401703426886664	0.480691548576273
NC_000913.3	8	-	0.319195002408772	0.514008051064815
NC_000913.3	9	-	0.23535551689581	0.603008726284921
NC_000913.3	10	-	0.0533417551906887	0.92484172718582
NC_000913.3	12	-	0.0369245647504265	0.961207132480403
NC_000913.3	14	-	0.403101539895477	0.30109160403714
NC_000913.3	31	-	0.0158852337258824	0.982707479052081
NC_000913.3	34	-	0.015209987644468	0.985764152888026
NC_000913.3	38	-	0.395878372638518	0.326595632024438
NC_000913.3	39	-	0.849970427171795	0.038165348476791
NC_000913.3	40	-	0.821560608381977	0.0693673598699819
NC_000913.3	41	-	0.680171494713242	0.110689875351091
NC_000913.3	42	-	0.921119082877337	0.0374689629366769
NC_000913.3	43	-	0.442754002088755	0.325295758579927
NC_000913.3	44	-	0.498011908521613	0.261271941364427
NC_000913.3	45	-	0.410156616027851	0.469991398920724
NC_000913.3	46	-	0.945548339911124	0.0207124621436597
NC_000913.3	47	-	0.807486219643586	0.0238257804477669
NC_000913.3	48	-	0.518925749125509	0.152692614034943
NC_000913.3	49	-	0.298538509921668	0.460913083428973
NC_000913.3	50	-	0.135517077007478	0.77189941842396
NC_000913.3	51	-	0.367708442133294	0.356497288370116
NC_000913.3	52	-	0.952160602015608	0.0204936817674933
NC_000913.3	66	-	0.0858566266272703	0.889392945503611
NC_000913.3	71	-	0.046049378909757	0.943034034313183
NC_000913.3	72	-	0.288589694866899	0.507372988607243
NC_000913.3	73	-	0.249202076021659	0.591508896102306
NC_000913.3	84	-	0.0136613771179491	0.986713476241279
NC_000913.3	86	-	0.0289899404880478	0.969902153156079
