SeqID	RelPos	Strand	logFC	PValue.adj
NC_000913.3	0	+	1.12521775237711	0.00742977967241352
NC_000913.3	7	+	0.253429294111869	0.71574385817916
NC_000913.3	10	+	0.617687078827027	0.231271980888128
NC_000913.3	11	+	0.756247162306579	0.146213039127821
NC_000913.3	12	+	0.91275002470209	0.094218589299532
NC_000913.3	13	+	0.856248347155578	0.0642964604144052
NC_000913.3	14	+	0.688065273625533	0.193590710683737
NC_000913.3	15	+	1.35163188241848	0.0100088479221649
NC_000913.3	16	+	0.849801205212105	0.0469020930139523
NC_000913.3	19	+	0.554713889829429	0.21588109682181
NC_000913.3	20	+	0.843252514660844	0.054158504529199
NC_000913.3	21	+	0.914077331120072	0.0394293321698338
NC_000913.3	22	+	0.78852582530014	0.10627585675912
NC_000913.3	23	+	0.933308358892629	0.0603857409079029
NC_000913.3	24	+	1.02803745584295	0.0196185668502124
NC_000913.3	25	+	1.03743650531067	0.00701342569251918
NC_000913.3	27	+	0.390962714030038	0.469040774423405
NC_000913.3	31	+	0.748190462564107	0.161335727390893
NC_000913.3	32	+	0.702893149635049	0.224904241685784
NC_000913.3	33	+	0.786813167605795	0.12025561808077
NC_000913.3	34	+	0.978250471019591	0.00890340298048994
NC_000913.3	35	+	1.62340418529213	0.000145767617244013
NC_000913.3	36	+	0.863650582195428	0.042599164841457
NC_000913.3	37	+	0.81194410439165	0.0909844400319466
NC_000913.3	38	+	0.374228035202757	0.47619904344992
NC_000913.3	39	+	0.586865640516064	0.290073775902866
NC_000913.3	40	+	0.211492891714923	0.727870933901524
