SeqID	RelPos	Strand	logFC	PValue.adj
NC_000913.3	0	+	2.48497485444292	6.92484019507763e-11
NC_000913.3	6	+	0.452041364114048	0.516652528033683
NC_000913.3	7	+	0.527161128449286	0.315055183177538
NC_000913.3	8	+	0.868205633053942	0.0399072423791515
NC_000913.3	10	+	0.804549795922411	0.198181828126361
NC_000913.3	11	+	1.2076877160027	0.00297545280074766
NC_000913.3	18	+	0.335916716972841	0.472702606838372
NC_000913.3	19	+	0.663010306903299	0.1514045784057
NC_000913.3	20	+	0.912043185506634	0.0514528384121353
NC_000913.3	21	+	0.371696877069181	0.552754880440312
NC_000913.3	31	+	0.811451355097979	0.050140592977121
NC_000913.3	32	+	0.50968182899989	0.260761564092857
NC_000913.3	33	+	0.569375729324139	0.170108415905159
NC_000913.3	34	+	0.969157141729808	0.00820635955554639
NC_000913.3	35	+	5.3150584663947	2.14290647075459e-54
NC_000913.3	36	+	0.457876037560342	0.266224603063612
NC_000913.3	37	+	0.803327126785913	0.0828431445611149
NC_000913.3	44	+	0.941909189895152	0.0638613758928277
NC_000913.3	53	+	0.175953198427471	0.776842013167724
NC_000913.3	55	+	0.515016940278428	0.299332833778979
NC_000913.3	63	+	0.325665543353139	0.545115430909448
