SeqID	RelPos	Strand	logFC	PValue.adj
NC_000913.3	0	-	1.02900698730006	0.0147165038281412
NC_000913.3	6	-	0.421497883411687	0.409941258459603
NC_000913.3	7	-	0.212495585067994	0.676191482458741
NC_000913.3	8	-	0.197659403366107	0.757114476636638
NC_000913.3	9	-	0.138492183290441	0.82506710079785
NC_000913.3	10	-	0.410388970200245	0.466570305723503
NC_000913.3	11	-	0.351006617420409	0.51064027240698
NC_000913.3	12	-	0.980121940320578	0.0354335113266045
NC_000913.3	13	-	0.670080007726577	0.153536136347672
NC_000913.3	14	-	0.785791552543717	0.176068923983623
NC_000913.3	15	-	0.359335436937763	0.512595818121652
NC_000913.3	16	-	0.455501959949284	0.418265205917118
NC_000913.3	17	-	0.0166774060335653	0.981860098561903
NC_000913.3	19	-	0.0926444912613883	0.884670923373115
NC_000913.3	20	-	0.477038897753314	0.328977404140554
NC_000913.3	21	-	0.599894852795677	0.229698644580436
NC_000913.3	22	-	0.4967175747208	0.280434542342096
NC_000913.3	23	-	0.598029067345495	0.1449611051227
NC_000913.3	24	-	0.662912758873676	0.159489481925682
NC_000913.3	25	-	0.531799708844204	0.185437594872874
NC_000913.3	26	-	0.0982525114637618	0.867286547902376
NC_000913.3	27	-	0.516708137694603	0.361454913543777
NC_000913.3	28	-	0.309520165005911	0.560593759181074
NC_000913.3	30	-	0.550082094780597	0.297641664598444
NC_000913.3	31	-	0.480971271881609	0.348700085209179
NC_000913.3	32	-	0.463362682031612	0.368748274056199
NC_000913.3	33	-	0.189959812158619	0.779630955292672
NC_000913.3	34	-	0.930509379534169	0.019180732152533
NC_000913.3	35	-	1.37368770390962	0.000260953299409289
NC_000913.3	36	-	0.62324958045855	0.172458230751337
NC_000913.3	37	-	0.760849646723223	0.0850303218103056
NC_000913.3	38	-	0.51992518503444	0.208189644167651
NC_000913.3	39	-	0.674983665761291	0.202501780655487
NC_000913.3	40	-	0.372949338765627	0.415322855917134
NC_000913.3	41	-	0.273031253767914	0.618665049882174
