SeqID	RelPos	Strand	logFC	PValue.adj
NC_000913.3	0	-	1.78918321240287	1.52132690084857e-06
NC_000913.3	7	-	0.260953817648896	0.59607809177267
NC_000913.3	10	-	0.454836629476428	0.326045740120563
NC_000913.3	11	-	0.432167347008702	0.371579564501639
NC_000913.3	12	-	0.894901770332677	0.0270773855704731
NC_000913.3	13	-	0.655836559740656	0.131718442029198
NC_000913.3	15	-	0.508799690016428	0.271214544874155
NC_000913.3	16	-	0.199783457810739	0.764500932225909
NC_000913.3	18	-	0.0714469183487117	0.918137840560739
NC_000913.3	19	-	0.272778152079088	0.561138432149577
NC_000913.3	20	-	0.570458859180058	0.267942846447204
NC_000913.3	21	-	0.502880959856652	0.273002459947367
NC_000913.3	23	-	0.273222136270402	0.570310867925183
NC_000913.3	24	-	0.549516955141144	0.240989600597447
NC_000913.3	25	-	0.284407002966198	0.566277119763328
NC_000913.3	29	-	0.093557295124434	0.87718143603131
NC_000913.3	32	-	0.27884309980232	0.57939826668641
NC_000913.3	33	-	1.16306976081908	0.00272628276244756
NC_000913.3	34	-	0.883215352087082	0.0429103070659451
NC_000913.3	37	-	0.398074077126529	0.394676373071511
NC_000913.3	38	-	0.2169654369381	0.668203500802247
NC_000913.3	39	-	0.65395718129611	0.162716732830843
NC_000913.3	40	-	0.0588245895531015	0.923074760178914
NC_000913.3	44	-	0.191015666023307	0.69281334115854
