SeqID	RelPos	Strand	logFC	PValue.adj
NC_000913.3	0	+	0.982957961998598	0.00450057365465886
NC_000913.3	12	+	0.99913987160367	0.0197383164846328
NC_000913.3	15	+	0.734461574627021	0.130323320622913
NC_000913.3	18	+	0.692433026703347	0.133186904293758
NC_000913.3	19	+	0.943188442929998	0.0253058398798756
NC_000913.3	20	+	0.764162755374954	0.0773411961031621
NC_000913.3	23	+	1.15110855129148	0.00896455621742677
NC_000913.3	25	+	0.37405517388051	0.425864489567478
NC_000913.3	31	+	0.863428891166041	0.0645955623064291
NC_000913.3	32	+	0.616909003678398	0.147785208896684
NC_000913.3	33	+	1.58853270093866	0.000482893986163551
NC_000913.3	34	+	2.53951567382851	1.1474300876284e-11
NC_000913.3	35	+	1.46514849633712	0.000383943941232257
NC_000913.3	36	+	1.12721042942827	0.00376002713353376
NC_000913.3	37	+	0.540436499200379	0.269893647655126
NC_000913.3	54	+	0.374603567994137	0.447447934132286
NC_000913.3	55	+	0.620227221905639	0.157220775790312
NC_000913.3	56	+	0.51584556809439	0.178233880925005
NC_000913.3	60	+	0.790659526822447	0.0305188302321581
NC_000913.3	61	+	0.278042255291987	0.540837688310785
NC_000913.3	62	+	0.775157364471659	0.0401954446377689
NC_000913.3	63	+	0.701658847297334	0.053518687804597
NC_000913.3	64	+	0.521028198104749	0.18338317159495
NC_000913.3	65	+	0.574170181365492	0.182507104330737
NC_000913.3	66	+	0.658649084622809	0.127524593103875
