SeqID	RelPos	Strand	logFC	PValue.adj
NC_000913.3	0	+	1.00399253272404	0.00653236623059281
NC_000913.3	10	+	0.337912922843094	0.67903217795628
NC_000913.3	11	+	1.25899270750266	0.0301766859749065
NC_000913.3	18	+	0.798415743461949	0.136719162403223
NC_000913.3	19	+	1.16596817427162	0.00473796492933172
NC_000913.3	20	+	0.753310683141664	0.127014130937527
NC_000913.3	21	+	0.839729534253053	0.0461032519602248
NC_000913.3	22	+	1.4672868053314	0.00655334741152451
NC_000913.3	24	+	1.07429607625357	0.0127820521866048
NC_000913.3	25	+	0.963480802951038	0.0106024178087993
NC_000913.3	27	+	0.613225394423745	0.214670582103007
NC_000913.3	29	+	0.81622423727712	0.0811821743749089
NC_000913.3	30	+	0.992763726808684	0.0138730909232614
NC_000913.3	31	+	0.869620392417905	0.0571342767287396
NC_000913.3	32	+	2.75143700356568	1.20974328609398e-07
NC_000913.3	33	+	1.13399410568151	0.0143376298668067
NC_000913.3	34	+	5.04757696827469	1.52032887669118e-28
NC_000913.3	61	+	0.768907697753425	0.131063334128635
NC_000913.3	62	+	0.276249384928511	0.66238155622248
NC_000913.3	63	+	0.625948888642203	0.27001609577619
NC_000913.3	65	+	0.844168932412776	0.0790815372425336
