SeqID	RelPos	Strand	logFC	PValue.adj
NC_000913.3	0	+	0.995334266286561	0.00195499348121103
NC_000913.3	4	+	0.589541911515059	0.292183887657492
NC_000913.3	5	+	0.120125011365072	0.834794514657035
NC_000913.3	7	+	0.0873979035688915	0.878908291196238
NC_000913.3	8	+	0.561187361694397	0.148667555488635
NC_000913.3	9	+	0.476896659957377	0.341668589625148
NC_000913.3	10	+	0.606705728439886	0.159307540595524
NC_000913.3	11	+	0.624365308149098	0.179024683154613
NC_000913.3	12	+	0.875120281367766	0.0396135873901609
NC_000913.3	13	+	0.914658471472271	0.037543705516226
NC_000913.3	14	+	0.787237620474545	0.0471116796510293
NC_000913.3	15	+	0.736913044022259	0.0666951122587304
NC_000913.3	16	+	1.10760391112013	0.0362964693501459
NC_000913.3	18	+	0.777181850534152	0.166676870593775
NC_000913.3	19	+	0.88280512278657	0.0543002516947039
NC_000913.3	22	+	0.523475590932243	0.431657722310829
NC_000913.3	24	+	0.857031887518717	0.0881176538162688
NC_000913.3	27	+	0.609726348007284	0.275172138104139
NC_000913.3	28	+	0.488796339056287	0.368791762608368
NC_000913.3	30	+	0.59961407519812	0.34380440471836
NC_000913.3	31	+	0.710115914111863	0.0453687583960147
NC_000913.3	32	+	1.32911391561614	0.000557708594309019
NC_000913.3	33	+	6.77366197513059	2.19765362102023e-71
NC_000913.3	34	+	5.98040559458023	5.33206859695168e-57
NC_000913.3	35	+	0.88359818660953	0.0198028610439213
NC_000913.3	36	+	0.628680673265001	0.156698487059467
NC_000913.3	37	+	0.512384766554283	0.247878012403031
NC_000913.3	38	+	0.972170602112813	0.0174473910995676
NC_000913.3	39	+	1.16123627589953	0.00725863770168648
NC_000913.3	40	+	0.969830394151483	0.0155747484185276
NC_000913.3	42	+	0.830236497054865	0.0565915030945199
NC_000913.3	46	+	0.868267048627577	0.0976376421312583
NC_000913.3	55	+	0.628613698093167	0.138517839674797
NC_000913.3	63	+	0.411208624332488	0.425001601234381
NC_000913.3	64	+	0.508907590121044	0.3062028542999
