SeqID	RelPos	Strand	logFC	PValue.adj
NC_000913.3	0	-	0.259083388984001	0.58268327204175
NC_000913.3	3	-	0.942637342717733	0.0444554569673828
NC_000913.3	7	-	0.719787177447017	0.13062321438815
NC_000913.3	10	-	1.24626652342387	0.00429196532194225
NC_000913.3	11	-	1.95741714637291	7.08883151629485e-07
NC_000913.3	14	-	0.097747110455993	0.878501123527866
NC_000913.3	18	-	0.523959527886485	0.251315648011293
NC_000913.3	21	-	1.83294445635277	2.58255327086998e-05
NC_000913.3	29	-	0.948022332491877	0.0493227818462212
NC_000913.3	31	-	0.670013075957124	0.274703294066869
NC_000913.3	32	-	0.988951938244734	0.0215666691467763
NC_000913.3	37	-	1.11720280779886	0.00692645351694379
NC_000913.3	51	-	1.14927178840775	0.018340312538631
