SeqID	RelPos	Strand	logFC	PValue.adj
NC_000913.3	0	-	3.59523248792682	3.04937540793804e-18
NC_000913.3	5	-	0.754045105472815	0.125689720376775
NC_000913.3	6	-	0.519265524305696	0.365433373808609
NC_000913.3	7	-	0.454783905364443	0.450967245106352
NC_000913.3	8	-	0.767351022597697	0.0544725603132702
NC_000913.3	10	-	0.633832359906109	0.122123633221288
NC_000913.3	11	-	1.05886064142501	0.0073560648453694
NC_000913.3	18	-	0.416416756749106	0.36166834429833
NC_000913.3	19	-	0.606043024770728	0.191908923714104
NC_000913.3	20	-	1.00430131626373	0.00964994428916143
NC_000913.3	21	-	0.812933233591978	0.0766432115169881
NC_000913.3	25	-	0.914945741856804	0.0493797624388586
NC_000913.3	31	-	0.290766010639838	0.532623772999317
NC_000913.3	32	-	0.707087181247358	0.0731148078004956
NC_000913.3	33	-	0.501251785224196	0.244365783748709
NC_000913.3	34	-	0.956234157758216	0.00568105560196785
NC_000913.3	35	-	4.58833062852572	2.08894029231763e-41
NC_000913.3	36	-	0.706150043667439	0.0596915633607164
NC_000913.3	37	-	1.38654196953228	0.00107631232143362
NC_000913.3	38	-	0.695749591359551	0.112718978509254
NC_000913.3	41	-	0.557457258574636	0.211792583775061
NC_000913.3	44	-	0.561333954402529	0.237241156526922
NC_000913.3	45	-	1.20527230198528	0.0105683775455715
NC_000913.3	53	-	0.701976370765084	0.0683524151067031
NC_000913.3	54	-	0.658495351940085	0.111000744671749
NC_000913.3	55	-	0.77966302500389	0.0355169701004505
NC_000913.3	57	-	0.681267163732575	0.154344336476344
NC_000913.3	61	-	0.666524952827068	0.110759703340949
NC_000913.3	62	-	0.86133394489078	0.0303834972701823
NC_000913.3	63	-	1.17800247884468	0.00150209845026279
NC_000913.3	69	-	0.63798985774186	0.187078129226909
NC_000913.3	70	-	0.58118432220946	0.126883712852313
NC_000913.3	71	-	1.32854652737032	0.000422537585872123
NC_000913.3	72	-	0.965404541319525	0.00728598499009739
NC_000913.3	73	-	1.20944588672324	0.00104301834218652
